Long,Lat,texture_class,clay_content,bulk_density,aluminium_extractable,carbon_total,calcium_extractable,cation_exchange_capacity,iron_extractable,potassium_extractable,magnesium_extractable,nitrogen_total,carbon_organic,phosphorous_extractable,sulphur_extractable,zinc_extractable,pH,sand_content,silt_content,stone_content
5.07403,7.15801,Sandy Clay Loam,21,1.27,72.7,23.5,329.3,8,80.5,53.6,98.5,1.6,11.2,7.2,6.4,3.1,5.7,61,15,1.7
5.07403,7.15801,Sandy Clay Loam,21,1.27,72.7,23.5,329.3,8,80.5,53.6,98.5,1.6,11.2,7.2,6.4,3.1,5.7,61,15,1.7
5.18763,7.09644,Sandy Clay Loam,22,1.28,59.3,35.6,329.3,7.2,80.5,53.6,89,1.6,11.2,6.4,5.7,2.7,5.3,64,14,1.7
5.18763,7.09644,Sandy Clay Loam,22,1.28,59.3,35.6,329.3,7.2,80.5,53.6,89,1.6,11.2,6.4,5.7,2.7,5.3,64,14,1.7
5.18985,7.09727,Sandy Clay Loam,24,1.3,53.6,35.6,329.3,7.2,98.5,59.3,98.5,1.6,10,7.2,7.2,3.1,5.4,62,13,1.7
4.120316667,7.477916667,Sandy Loam,16,1.31,48.4,29,543.6,8,89,65.7,108.9,1.3,10,8,5.7,2.7,5.9,54,14,1.5
4.120316667,7.477916667,Sandy Loam,16,1.31,48.4,29,543.6,8,89,65.7,108.9,1.3,10,8,5.7,2.7,5.9,54,14,1.5
4.12035,7.478366667,Sandy Loam,17,1.33,48.4,32.1,600.8,8,89,65.7,108.9,1.5,10,7.2,5.7,2.3,6,55,14,2.3
4.12035,7.478366667,Sandy Loam,17,1.33,48.4,32.1,600.8,8,89,65.7,108.9,1.5,10,7.2,5.7,2.3,6,55,14,2.3
4.12045,8.169233333,Sandy Loam,12,1.26,133.3,11.2,444.9,4.5,59.3,72.7,98.5,0.7,6.4,7.2,5,2.7,6.1,74,14,5
4.12045,8.169233333,Sandy Loam,12,1.26,133.3,11.2,444.9,4.5,59.3,72.7,98.5,0.7,6.4,7.2,5,2.7,6.1,74,14,5
4.120416667,8.169766667,Sandy Loam,11,1.25,120.5,12.5,491.7,4,59.3,72.7,98.5,0.7,7.2,7.2,5,2.7,6.1,69,15,6.4
4.120416667,8.169766667,Sandy Loam,11,1.25,120.5,12.5,491.7,4,59.3,72.7,98.5,0.7,7.2,7.2,5,2.7,6.1,69,15,6.4
4.12045,7.479116667,Sandy Loam,16,1.32,48.4,29,600.8,8,80.5,65.7,98.5,1.4,9,7.2,5.7,2.7,5.9,56,15,1.7
4.12045,7.479116667,Sandy Loam,16,1.32,48.4,29,600.8,8,80.5,65.7,98.5,1.4,9,7.2,5.7,2.7,5.9,56,15,1.7
4.12045,7.479266667,Sandy Loam,16,1.32,48.4,29,600.8,8,80.5,65.7,98.5,1.4,9,7.2,5.7,2.7,5.9,56,15,1.7
4.12045,7.479266667,Sandy Loam,16,1.32,48.4,29,600.8,8,80.5,65.7,98.5,1.4,9,7.2,5.7,2.7,5.9,56,15,1.7
4.120466667,8.168933333,Sandy Loam,12,1.26,133.3,13.9,543.6,5,59.3,80.5,108.9,0.7,7.2,7.2,5,2.7,6.2,71,15,5
4.120466667,8.168933333,Sandy Loam,12,1.26,133.3,13.9,543.6,5,59.3,80.5,108.9,0.7,7.2,7.2,5,2.7,6.2,71,15,5
4.120383333,7.462766667,Sandy Clay Loam,20,1.32,53.6,21.2,600.8,8,65.7,59.3,108.9,1.4,10,8,5.7,2.3,5.9,60,16,3.5
4.120383333,7.462766667,Sandy Clay Loam,20,1.32,53.6,21.2,600.8,8,65.7,59.3,108.9,1.4,10,8,5.7,2.3,5.9,60,16,3.5
4.1204,7.781216667,Sandy Loam,16,1.27,133.3,19.1,543.6,6.4,65.7,80.5,147.4,1.2,10,8,7.2,2.3,5.9,65,16,3.1
4.1204,7.781216667,Sandy Loam,16,1.27,133.3,19.1,543.6,6.4,65.7,80.5,147.4,1.2,10,8,7.2,2.3,5.9,65,16,3.1
4.120466667,7.46105,Sandy Loam,19,1.33,53.6,26.1,664.1,8,59.3,59.3,108.9,1.7,9,7.2,5.7,2,6,59,16,1.7
4.120466667,7.46105,Sandy Loam,19,1.33,53.6,26.1,664.1,8,59.3,59.3,108.9,1.7,9,7.2,5.7,2,6,59,16,1.7
4.120351667,7.780816667,Sandy Loam,15,1.26,133.3,19.1,491.7,6.4,59.3,80.5,133.3,1.4,10,8,7.2,2.3,5.8,66,16,3.5
4.120351667,7.780816667,Sandy Loam,15,1.26,133.3,19.1,491.7,6.4,59.3,80.5,133.3,1.4,10,8,7.2,2.3,5.8,66,16,3.5
4.120333333,7.671866667,Sandy Loam,19,1.29,120.5,26.1,600.8,7.2,72.7,72.7,133.3,1.3,9,8,5.7,2,5.9,61,17,2.3
4.120333333,7.671866667,Sandy Loam,19,1.29,120.5,26.1,600.8,7.2,72.7,72.7,133.3,1.3,9,8,5.7,2,5.9,61,17,2.3
4.120333333,7.670083333,Sandy Loam,18,1.28,108.9,26.1,491.7,6.4,89,72.7,133.3,1.4,10,8,6.4,2,5.8,57,17,1.7
4.120483333,7.670083333,Sandy Loam,19,1.29,108.9,29,491.7,7.2,89,72.7,133.3,1.4,10,7.2,6.4,2.3,5.7,60,15,2
4.120483333,7.377566667,Sandy Loam,17,1.3,39.4,32.1,543.6,7.2,72.7,59.3,108.9,1.5,9,6.4,5,2.3,5.9,60,14,2
4.120483333,7.377566667,Sandy Loam,17,1.3,39.4,32.1,543.6,7.2,72.7,59.3,108.9,1.5,9,6.4,5,2.3,5.9,60,14,2
4.120483333,7.439816667,Sandy Loam,18,1.3,59.3,26.1,600.8,8,72.7,65.7,120.5,1.6,10,7.2,5.7,2,6.1,57,16,1.7
4.120483333,7.439816667,Sandy Loam,18,1.3,59.3,26.1,600.8,8,72.7,65.7,120.5,1.6,10,7.2,5.7,2,6.1,57,16,1.7
4.1204,7.60525,Sandy Loam,16,1.35,98.5,23.5,600.8,7.2,65.7,72.7,120.5,1.1,10,6.4,5.7,2,5.9,60,14,2.3
4.1204,7.60525,Sandy Loam,16,1.35,98.5,23.5,600.8,7.2,65.7,72.7,120.5,1.1,10,6.4,5.7,2,5.9,60,14,2.3
4.120365,7.606966667,Sandy Loam,16,1.33,98.5,29,600.8,8,65.7,80.5,108.9,1.2,10,6.4,6.4,2.3,6,60,15,2.3
4.120365,7.606966667,Sandy Loam,16,1.33,98.5,29,600.8,8,65.7,80.5,108.9,1.2,10,6.4,6.4,2.3,6,60,15,2.3
3.217957,7.31015,Sandy Loam,15,1.37,108.9,21.2,664.1,8,80.5,89,147.4,1.2,8,7.2,5.7,1.5,5.9,56,17,2
3.218577,7.310996,Sandy Loam,15,1.36,108.9,23.5,600.8,7.2,80.5,89,163,1.2,8,7.2,6.4,1.5,5.9,56,16,1.5
3.218934,7.311928,Sandy Loam,14,1.35,108.9,15.4,543.6,7.2,80.5,72.7,147.4,1.1,7.2,8,5.7,1.2,5.9,62,17,2
3.219014,7.312985,Sandy Loam,14,1.38,108.9,21.2,600.8,8,80.5,80.5,147.4,1.1,8,7.2,6.4,1.2,5.9,61,15,2.3
3.219732,7.313696,Sandy Loam,15,1.37,108.9,17.2,600.8,8,72.7,89,147.4,1.1,8,8,6.4,1.2,6,63,15,2.7
3.220096,7.314621,Sandy Loam,15,1.36,120.5,17.2,543.6,8,72.7,89,133.3,1,8,7.2,6.4,1.2,5.9,67,15,3.1
3.220566,7.31562,Sandy Loam,14,1.38,120.5,17.2,600.8,8,72.7,80.5,133.3,1,7.2,7.2,6.4,1.5,6,62,14,2.7
3.221527,7.315614,Sandy Loam,14,1.36,108.9,17.2,664.1,7.2,65.7,80.5,133.3,1,7.2,7.2,6.4,1.5,6.1,63,15,3.1
3.222504,7.316012,Sandy Loam,13,1.37,120.5,17.2,600.8,7.2,65.7,72.7,133.3,0.9,7.2,7.2,6.4,1.2,6,67,14,2.7
3.223499,7.316129,Sandy Loam,14,1.38,120.5,19.1,600.8,8,72.7,72.7,133.3,0.9,7.2,7.2,5.7,1.5,5.9,63,15,2.7
3.22452,7.316104,Sandy Loam,14,1.36,108.9,19.1,543.6,7.2,72.7,80.5,120.5,1,8,7.2,6.4,1.2,5.9,63,14,3.5
3.225467,7.316381,Sandy Loam,12,1.37,108.9,17.2,600.8,7.2,72.7,80.5,133.3,0.9,7.2,7.2,6.4,1.5,5.9,71,15,4.5
3.225924,7.317517,Sandy Loam,13,1.38,108.9,17.2,600.8,7.2,72.7,80.5,133.3,0.9,6.4,8,6.4,1.5,6,68,15,3.1
3.226303,7.318566,Sandy Loam,13,1.37,108.9,17.2,543.6,7.2,72.7,72.7,120.5,0.8,7.2,7.2,5.7,1.5,6,70,15,3.1
3.227338,7.319043,Sandy Loam,12,1.35,98.5,19.1,543.6,6.4,72.7,72.7,120.5,0.8,7.2,8,6.4,1.2,6,66,15,4
3.227948,7.31998,Sandy Loam,13,1.35,108.9,17.2,491.7,6.4,72.7,72.7,120.5,0.8,7.2,7.2,5.7,1.2,5.9,70,16,5
3.228368,7.320926,Sandy Loam,13,1.37,108.9,21.2,543.6,7.2,65.7,80.5,120.5,0.9,7.2,8,5.7,1.2,6,69,15,4
3.229723,7.320194,Sandy Loam,13,1.36,108.9,17.2,664.1,7.2,65.7,72.7,163,0.8,7.2,7.2,5.7,1.5,6.2,66,15,4
3.230217,7.318264,Sandy Loam,12,1.39,108.9,19.1,600.8,7.2,65.7,72.7,147.4,0.8,7.2,8,5.7,1.2,6,69,15,4
3.229304,7.31641,Sandy Loam,12,1.37,98.5,17.2,600.8,7.2,65.7,80.5,120.5,1.1,7.2,8,6.4,1.2,6,70,15,2.7
3.228838,7.331932,Sandy Loam,11,1.37,98.5,17.2,543.6,6.4,65.7,65.7,120.5,0.8,7.2,8,5.7,1.7,5.9,70,15,3.5
3.228212,7.330949,Sandy Loam,10,1.4,98.5,15.4,600.8,6.4,65.7,72.7,120.5,0.8,7.2,7.2,6.4,1.7,5.9,71,14,3.1
3.228125,7.329803,Sandy Loam,14,1.35,108.9,23.5,600.8,7.2,65.7,80.5,120.5,1,8,7.2,6.4,1.7,6,66,14,2
3.228634,7.32878,Sandy Loam,10,1.33,108.9,17.2,600.8,7.2,72.7,72.7,108.9,1,7.2,7.2,5.7,1.5,5.9,68,13,3.1
3.229719,7.328355,Sandy Loam,11,1.37,98.5,17.2,600.8,6.4,72.7,72.7,120.5,0.8,7.2,8,5.7,1.7,6,69,15,4.5
3.230161,7.32691,Sandy Loam,11,1.37,108.9,21.2,664.1,7.2,65.7,65.7,133.3,0.8,7.2,8,5.7,1.5,5.9,65,13,3.1
3.231071,7.32603,Sandy Loam,12,1.36,108.9,17.2,600.8,7.2,65.7,72.7,133.3,0.8,7.2,8,5.7,1.5,6,69,15,3.5
3.232431,7.325667,Sandy Loam,12,1.36,108.9,21.2,664.1,7.2,72.7,65.7,133.3,0.8,8,8,5.7,1.5,5.9,67,14,2.7
3.233733,7.325278,Sandy Loam,13,1.37,98.5,17.2,543.6,6.4,65.7,72.7,133.3,0.7,7.2,8,5.7,1.5,5.9,69,16,3.5
3.234943,7.324163,Sandy Loam,13,1.36,98.5,17.2,600.8,7.2,72.7,65.7,147.4,0.9,8,7.2,5.7,1.5,6,65,16,2.7
3.234531,7.322951,Sandy Loam,16,1.37,98.5,17.2,664.1,7.2,72.7,65.7,147.4,0.9,7.2,8,5.7,1.5,6,65,16,2.7
3.233986,7.321515,Sandy Loam,16,1.39,98.5,17.2,664.1,7.2,80.5,72.7,147.4,0.9,8,8,5.7,1.5,6,63,16,2.3
3.2343,7.319851,Sandy Loam,14,1.37,108.9,19.1,600.8,7.2,72.7,65.7,147.4,0.9,7.2,8,5.7,1.2,6,64,15,2.3
3.234369,7.317819,Sandy Loam,12,1.35,108.9,17.2,600.8,7.2,65.7,72.7,163,0.9,7.2,8,6.4,1.5,6,69,14,2.7
3.23354,7.316542,Sandy Loam,12,1.36,108.9,19.1,543.6,8,65.7,72.7,120.5,0.8,7.2,8,6.4,1.5,6,68,15,2.7
3.232255,7.31603,Sandy Loam,12,1.36,108.9,17.2,543.6,8,65.7,72.7,120.5,0.8,7.2,7.2,6.4,1.5,5.9,70,15,2.3
3.227326,7.314352,Sandy Loam,13,1.36,108.9,19.1,491.7,6.4,72.7,80.5,133.3,1,7.2,8,6.4,1.2,5.9,69,16,2.7
3.226685,7.313398,Sandy Loam,13,1.36,98.5,19.1,543.6,7.2,72.7,72.7,120.5,1,7.2,7.2,5.7,1.2,6,68,16,3.5
3.225172,7.313026,Sandy Loam,15,1.37,98.5,17.2,600.8,7.2,65.7,80.5,133.3,1,7.2,7.2,6.4,1.5,5.9,65,15,3.1
3.223413,7.312058,Sandy Loam,14,1.33,108.9,17.2,543.6,6.4,80.5,72.7,120.5,1,7.2,8,5.7,1.2,6,68,14,3.1
3.216055,7.30991,Sandy Loam,18,1.34,108.9,17.2,491.7,8,72.7,80.5,147.4,1.2,8,9,5,1.2,5.9,62,17,2.7
3.215355,7.310348,Sandy Loam,18,1.32,108.9,17.2,543.6,8,80.5,80.5,147.4,1.2,7.2,8,5.7,1.5,5.9,62,17,2.7
3.215269,7.311383,Sandy Loam,17,1.34,108.9,15.4,491.7,8,80.5,89,163,1.1,7.2,9,5,1.5,5.9,63,17,2.7
3.215389,7.312441,Sandy Loam,15,1.36,120.5,15.4,543.6,8,80.5,80.5,147.4,1.1,7.2,8,5,1.5,5.9,66,16,2.7
3.215836,7.313374,Sandy Loam,15,1.35,120.5,17.2,600.8,8,72.7,72.7,163,1.1,8,7.2,5.7,1.5,6,64,15,2.7
3.214671,7.313622,Sandy Loam,16,1.36,120.5,19.1,491.7,7.2,80.5,80.5,163,1.1,8,8,5,1.2,6,63,15,2.3
3.213521,7.313609,Sandy Loam,16,1.36,120.5,17.2,491.7,8,72.7,80.5,147.4,1.2,8,7.2,5.7,1.5,6,63,16,2.3
3.214155,7.314723,Sandy Loam,16,1.34,108.9,17.2,664.1,8,80.5,80.5,163,1.2,9,6.4,5.7,1.5,6.1,59,15,2.3
3.214296,7.315857,Sandy Loam,17,1.35,108.9,17.2,543.6,8,80.5,80.5,163,1.1,8,9,5.7,1.5,6,59,16,3.5
3.215683,7.315673,Sandy Loam,17,1.34,120.5,19.1,664.1,9,72.7,89,180.3,1.1,7.2,6.4,5.7,1.5,6,63,16,2.7
3.216517,7.315933,Sandy Loam,16,1.37,120.5,19.1,600.8,7.2,72.7,89,133.3,1.1,7.2,8,5.7,1.2,6.1,66,16,2.7
3.217506,7.316596,Sandy Loam,14,1.35,108.9,19.1,664.1,8,72.7,89,133.3,1,7.2,7.2,5.7,1.5,6,64,14,2.3
3.217585,7.317497,Sandy Loam,13,1.38,120.5,17.2,543.6,7.2,65.7,80.5,120.5,1,8,7.2,6.4,1.5,6.2,66,14,2.3
3.217526,7.318283,Sandy Loam,14,1.36,108.9,17.2,543.6,7.2,72.7,72.7,108.9,0.9,7.2,8,6.4,1.5,6.1,66,15,2.3
3.217181,7.319123,Sandy Loam,14,1.33,98.5,17.2,543.6,8,72.7,80.5,133.3,0.9,8,8,6.4,1.5,6.1,65,16,1.7
3.216922,7.320029,Sandy Loam,16,1.36,108.9,17.2,543.6,8,65.7,80.5,133.3,0.9,8,8,6.4,1.5,6.1,64,16,1.7
3.216004,7.320703,Sandy Loam,14,1.38,98.5,17.2,543.6,8,65.7,80.5,133.3,1,7.2,7.2,6.4,1.2,6.1,64,16,1.5
3.215807,7.321165,Sandy Loam,13,1.38,98.5,21.2,600.8,8,65.7,80.5,120.5,0.9,7.2,7.2,6.4,1.5,6.1,64,15,1.2
3.215585,7.322526,Sandy Loam,12,1.35,98.5,21.2,600.8,8,65.7,80.5,120.5,1.1,8,8,6.4,1.5,6.1,64,15,1.5
3.215695,7.323453,Sandy Loam,14,1.33,108.9,19.1,543.6,7.2,65.7,80.5,147.4,1,8,8,6.4,1.5,6.1,67,16,1.7
3.215923,7.324558,Sandy Loam,14,1.33,98.5,19.1,600.8,7.2,65.7,80.5,133.3,1.2,8,8,6.4,1.7,6.1,65,15,2
3.216845,7.324768,Sandy Loam,13,1.34,108.9,19.1,600.8,8,65.7,80.5,120.5,1.1,8,7.2,6.4,1.5,6.1,67,16,1.7
3.21673,7.322688,Sandy Loam,12,1.34,98.5,19.1,600.8,8,65.7,72.7,120.5,1.1,8,8,5.7,1.7,6.1,68,16,2
3.217154,7.321789,Sandy Loam,11,1.37,98.5,19.1,543.6,7.2,65.7,80.5,133.3,0.9,7.2,8,6.4,1.5,6.1,65,15,2
3.218168,7.321011,Sandy Loam,15,1.36,108.9,19.1,600.8,7.2,65.7,80.5,133.3,1,8,8,5.7,1.5,6.2,66,14,2.7
3.218379,7.32012,Sandy Loam,13,1.37,98.5,19.1,543.6,8,65.7,80.5,133.3,0.9,7.2,8,6.4,1.5,6.2,66,14,2
3.219066,7.319926,Sandy Loam,15,1.37,98.5,19.1,543.6,8,65.7,80.5,133.3,1,8,8,6.4,1.5,6.2,65,15,3.1
3.217672,7.318487,Sandy Loam,15,1.36,108.9,17.2,543.6,7.2,72.7,80.5,120.5,0.9,8,7.2,5.7,1.2,6.1,64,15,2.3
3.217576,7.317371,Sandy Loam,12,1.35,120.5,17.2,600.8,7.2,65.7,80.5,133.3,1.1,8,7.2,6.4,1.5,6.1,68,15,2.7
3.21684,7.316804,Sandy Loam,16,1.35,108.9,19.1,600.8,7.2,72.7,80.5,133.3,0.9,7.2,7.2,5.7,1.5,6.1,65,15,2.7
3.215894,7.312361,Sandy Loam,15,1.36,120.5,15.4,543.6,8,80.5,80.5,147.4,1.1,7.2,8,5.7,1.5,5.9,64,17,2.3
3.216584,7.314197,Sandy Loam,14,1.35,120.5,19.1,543.6,7.2,80.5,80.5,147.4,1.1,8,7.2,5.7,1.2,6,61,15,2.3
3.213997,7.315894,Sandy Loam,15,1.33,120.5,17.2,600.8,9,80.5,80.5,163,1.3,8,8,5.7,1.5,6,57,16,3.1
3.211504,7.31563,Sandy Loam,17,1.34,120.5,17.2,664.1,8,72.7,72.7,163,1.3,7.2,8,5,1.2,6,57,17,2.7
3.21099,7.313638,Sandy Loam,16,1.37,108.9,17.2,600.8,8,80.5,72.7,133.3,1.2,7.2,8,5.7,1.5,6,61,15,2.3
3.214081,7.315958,Sandy Loam,17,1.35,108.9,17.2,543.6,8,80.5,80.5,163,1.1,8,9,5.7,1.5,6,59,16,3.5
3.215373,7.31623,Sandy Loam,14,1.35,120.5,19.1,600.8,8,72.7,89,133.3,1,7.2,7.2,5.7,1.2,6,66,14,2
3.216368,7.315253,Sandy Loam,14,1.35,120.5,17.2,491.7,8,72.7,80.5,120.5,1.1,7.2,7.2,5.7,1.2,6,64,16,3.1
3.218085,7.314984,Sandy Loam,15,1.35,108.9,17.2,543.6,7.2,65.7,80.5,163,1.1,7.2,7.2,5.7,1.2,6,63,15,3.1
3.21715,7.312038,Sandy Loam,17,1.35,108.9,15.4,543.6,7.2,72.7,80.5,147.4,1.1,7.2,7.2,5.7,1.2,5.9,64,17,3.1
3.20737,7.324178,Sandy Loam,17,1.34,108.9,21.2,600.8,8,65.7,80.5,163,1.2,9,7.2,6.4,2,6.2,65,16,2.3
3.209038,7.324381,Sandy Loam,16,1.34,98.5,21.2,600.8,8,80.5,80.5,133.3,1.2,9,7.2,5.7,1.5,6.1,61,15,2
3.210329,7.323846,Sandy Loam,18,1.34,98.5,19.1,491.7,8,72.7,80.5,163,1.3,9,6.4,6.4,1.5,6,61,18,1.7
3.211602,7.323573,Sandy Loam,19,1.35,98.5,19.1,543.6,8,72.7,72.7,147.4,1.1,8,6.4,6.4,1.5,6,60,18,2
3.213152,7.324336,Sandy Loam,16,1.38,98.5,17.2,543.6,6.4,80.5,80.5,133.3,1.1,8,7.2,6.4,1.5,6.1,62,16,1.7
3.214407,7.326042,Sandy Loam,16,1.35,98.5,17.2,664.1,8,72.7,80.5,147.4,1.1,8,9,6.4,1.2,6.2,62,17,2.3
3.214898,7.327326,Sandy Loam,14,1.33,98.5,19.1,600.8,7.2,72.7,80.5,133.3,1.1,8,7.2,6.4,1.2,6,67,16,3.5
3.215352,7.328451,Sandy Loam,16,1.31,98.5,23.5,664.1,7.2,59.3,89,133.3,1.3,8,7.2,5.7,1.7,6.1,67,16,2.3
3.215342,7.329549,Sandy Loam,13,1.36,98.5,17.2,600.8,7.2,65.7,89,120.5,1,8,7.2,5.7,1.5,6.1,70,17,2.3
3.215522,7.33065,Sandy Loam,14,1.35,98.5,19.1,600.8,7.2,65.7,80.5,147.4,1.1,8,8,6.4,1.5,6.1,68,16,2.7
3.206708,7.323276,Sandy Loam,18,1.34,108.9,26.1,664.1,8,80.5,80.5,147.4,1.2,9,8,6.4,1.5,6.1,59,15,2
3.208264,7.325416,Sandy Loam,16,1.32,108.9,21.2,664.1,8,72.7,80.5,147.4,1.3,9,7.2,6.4,1.7,6.1,61,15,2.3
3.210524,7.324881,Sandy Loam,19,1.36,98.5,19.1,543.6,8,80.5,80.5,133.3,1.2,8,7.2,6.4,1.5,6.1,62,17,2
3.211848,7.325606,Sandy Loam,17,1.34,98.5,21.2,543.6,7.2,80.5,80.5,133.3,1.2,7.2,8,6.4,1.5,6.1,61,15,2
3.213328,7.325649,Sandy Loam,15,1.37,108.9,17.2,543.6,7.2,80.5,80.5,147.4,1,7.2,8,6.4,1.2,6.1,64,16,2
