Long,Lat,texture_class,clay_content,bulk_density,aluminium_extractable,carbon_total,calcium_extractable,cation_exchange_capacity,iron_extractable,potassium_extractable,magnesium_extractable,nitrogen_total,carbon_organic,phosphorous_extractable,sulphur_extractable,zinc_extractable,pH,sand_content,silt_content,stone_content
3.975076,7.037102,Sandy Loam,18,1.35,72.7,35.6,364,7.2,98.5,59.3,89,1.6,10,8,6.4,3.1,5.5,60,13,1.5
3.975503,7.036406,Sandy Loam,17,1.34,72.7,43.7,402.4,7.2,80.5,59.3,98.5,1.6,10,8,6.4,3.1,5.5,62,13,1.5
3.976848,7.036403,Sandy Loam,19,1.36,72.7,39.4,402.4,8,80.5,59.3,98.5,1.6,10,8,6.4,3.1,5.6,61,14,1.7
3.977703,7.036475,Sandy Loam,17,1.34,72.7,39.4,402.4,7.2,80.5,59.3,89,1.6,10,8,6.4,2.7,5.6,62,14,1.7
3.978762,7.036957,Sandy Loam,18,1.35,72.7,43.7,364,7.2,89,59.3,133.3,1.4,11.2,7.2,6.4,2.7,5.7,62,14,1.5
3.979593,7.036358,Sandy Loam,18,1.33,72.7,35.6,402.4,7.2,89,59.3,108.9,1.6,10,8,6.4,3.1,5.7,63,14,2.3
3.979381,7.037193,Sandy Loam,19,1.36,72.7,35.6,402.4,7.2,89,59.3,98.5,1.7,10,7.2,6.4,2.7,5.6,64,14,1.7
3.981075,7.037064,Sandy Clay Loam,20,1.34,65.7,39.4,444.9,8,80.5,59.3,108.9,1.8,11.2,7.2,7.2,2.7,5.7,61,14,1.7
3.981708,7.036193,Sandy Loam,19,1.36,59.3,39.4,364,9,80.5,59.3,108.9,1.6,11.2,7.2,7.2,2.7,5.6,59,13,1.7
3.982181,7.035524,Sandy Loam,19,1.34,65.7,35.6,364,8,89,59.3,108.9,1.6,11.2,7.2,7.2,3.1,5.6,59,13,2
3.982507,7.034499,Sandy Loam,18,1.34,65.7,35.6,402.4,8,89,59.3,108.9,1.8,12.5,8,9,2.7,5.7,62,13,2
3.984408,7.034387,Sandy Loam,16,1.36,65.7,39.4,402.4,8,89,59.3,98.5,1.7,12.5,7.2,7.2,2.7,5.6,60,14,1.7
3.983393,7.033351,Sandy Loam,18,1.35,72.7,35.6,491.7,9,89,59.3,108.9,1.6,11.2,7.2,7.2,2.7,5.6,61,14,2
3.984194,7.033267,Sandy Loam,19,1.34,65.7,39.4,402.4,9,89,59.3,120.5,1.6,11.2,8,7.2,2.7,5.7,62,15,1.5
3.985012,7.034606,Sandy Clay Loam,20,1.35,65.7,39.4,444.9,8,89,59.3,98.5,1.6,12.5,8,7.2,2.7,5.5,59,14,2.3
3.985742,7.035761,Sandy Loam,17,1.36,65.7,35.6,402.4,8,89,59.3,98.5,1.6,11.2,8,8,2.7,5.6,61,14,2.3
3.987046,7.036821,Sandy Loam,18,1.36,65.7,35.6,364,8,89,65.7,108.9,1.6,10,8,7.2,2.7,5.6,62,14,2
3.984432,7.02867,Sandy Loam,19,1.35,65.7,39.4,444.9,8,98.5,59.3,98.5,1.3,10,6.4,7.2,2.7,5.7,61,16,2
3.984727,7.027659,Sandy Loam,19,1.36,65.7,35.6,402.4,8,89,53.6,108.9,1.4,10,8,7.2,3.1,5.7,63,14,1.5
3.983999,7.026695,Sandy Loam,17,1.36,65.7,39.4,402.4,8,108.9,59.3,108.9,1.4,10,9,7.2,2.7,5.6,57,15,1.5
3.984365,7.025711,Sandy Loam,19,1.35,65.7,35.6,402.4,9,89,59.3,108.9,1.5,10,8,8,3.1,5.7,62,15,1.7
3.984798,7.024902,Sandy Loam,19,1.35,59.3,35.6,402.4,8,89,59.3,120.5,1.6,11.2,7.2,8,3.5,5.8,61,14,1.7
3.984929,7.024009,Sandy Loam,17,1.36,59.3,35.6,444.9,8,80.5,65.7,89,1.5,10,8,8,3.1,5.7,60,16,1.7
3.985597,7.024707,Sandy Loam,19,1.37,59.3,39.4,402.4,9,98.5,59.3,120.5,1.6,9,8,8,3.5,5.9,61,16,1.7
3.985081,7.025958,Sandy Loam,19,1.35,65.7,39.4,329.3,9,89,59.3,98.5,1.6,9,8,8,3.1,5.6,59,14,1.7
3.987469,7.020752,Sandy Loam,18,1.35,53.6,35.6,444.9,8,80.5,59.3,108.9,1.6,10,7.2,7.2,3.1,5.8,64,14,1.5
3.986819,7.020175,Sandy Loam,19,1.36,48.4,35.6,444.9,8,89,59.3,98.5,1.6,11.2,7.2,7.2,3.1,5.7,63,15,2
3.985794,7.020777,Sandy Loam,18,1.34,53.6,39.4,364,8,89,59.3,120.5,1.6,10,7.2,7.2,2.7,5.7,60,14,1.5
3.986572,7.021119,Sandy Loam,18,1.35,53.6,39.4,402.4,8,89,65.7,108.9,1.6,10,7.2,7.2,2.7,5.7,62,14,1.7
3.985657,7.02294,Sandy Loam,19,1.36,53.6,39.4,402.4,7.2,89,59.3,108.9,1.7,10,7.2,8,2.7,5.7,64,14,2.3
3.986038,7.024994,Sandy Loam,19,1.35,59.3,32.1,402.4,8,98.5,59.3,108.9,1.6,10,7.2,8,3.5,5.8,60,15,1.7
3.985637,7.0262,Sandy Loam,19,1.36,59.3,32.1,402.4,8,98.5,59.3,108.9,1.6,10,7.2,7.2,3.1,5.7,60,14,1.7
3.985531,7.027174,Sandy Loam,19,1.34,65.7,35.6,364,9,89,53.6,108.9,1.4,10,7.2,6.4,2.7,5.7,60,16,1.2
3.98545,7.028031,Sandy Loam,20,1.32,65.7,43.7,364,7.2,108.9,59.3,98.5,1.4,10,8,8,3.1,5.5,59,14,1.5
3.985397,7.028841,Sandy Loam,17,1.35,65.7,39.4,329.3,8,120.5,59.3,98.5,1.5,11.2,8,7.2,2.7,5.4,61,14,1.2
4.060897,6.942036,Sandy Loam,15,1.34,89,35.6,329.3,9,108.9,59.3,89,1.6,10,7.2,8,2.3,5.5,65,13,1.5
4.059459,6.941439,Sandy Loam,19,1.34,80.5,39.4,364,10,89,65.7,89,1.6,10,7.2,8,2.7,5.4,62,12,2
4.059458,6.940229,Sandy Loam,16,1.34,98.5,39.4,364,8,89,65.7,80.5,1.6,10,7.2,8,2.7,5.5,65,13,1.5
4.058833,6.938386,Sandy Loam,19,1.32,98.5,32.1,402.4,8,89,65.7,89,1.7,11.2,7.2,8,2.7,5.6,64,14,2.3
4.059684,6.937816,Sandy Loam,17,1.32,98.5,43.7,402.4,9,98.5,65.7,98.5,1.5,11.2,7.2,7.2,2.3,5.5,63,14,1.7
4.058309,6.936937,Sandy Loam,19,1.34,98.5,35.6,297.9,8,98.5,65.7,80.5,1.7,11.2,8,9,3.1,5.5,61,13,2.3
4.059546,6.936015,Sandy Loam,16,1.32,98.5,39.4,364,7.2,98.5,65.7,80.5,1.9,11.2,7.2,8,2.7,5.6,62,13,1.7
4.058736,6.935045,Sandy Loam,18,1.37,89,35.6,364,8,89,65.7,80.5,1.8,9,7.2,8,2.7,5.6,61,14,1.5
4.058853,6.93327,Sandy Loam,19,1.34,98.5,35.6,364,8,98.5,59.3,80.5,1.5,11.2,6.4,8,2.7,5.5,65,14,1.5
4.058575,6.932926,Sandy Loam,18,1.35,98.5,35.6,329.3,8,98.5,59.3,72.7,1.6,11.2,7.2,8,2.7,5.4,60,13,1.5
4.058624,6.931996,Sandy Loam,19,1.32,98.5,35.6,402.4,8,98.5,65.7,89,1.7,11.2,7.2,9,2.7,5.5,64,15,2
4.059094,6.932273,Sandy Loam,17,1.35,98.5,32.1,364,8,98.5,65.7,72.7,1.7,11.2,8,8,2.3,5.7,62,14,1.5
4.059992,6.933123,Sandy Loam,18,1.34,89,39.4,364,9,89,65.7,72.7,1.6,11.2,6.4,7.2,2.7,5.5,63,13,1.7
4.060319,6.935473,Sandy Loam,17,1.34,98.5,39.4,402.4,8,89,72.7,80.5,1.6,11.2,6.4,8,2.7,5.6,63,13,1.7
4.061565,6.937802,Sandy Loam,17,1.33,89,35.6,402.4,8,98.5,65.7,80.5,1.7,10,7.2,8,2.3,5.5,62,13,2.3
4.062811,6.940131,Sandy Loam,16,1.33,89,35.6,402.4,9,98.5,59.3,89,1.5,10,7.2,8,2.3,5.5,62,14,1.7
4.061836,6.938982,Sandy Loam,17,1.33,89,35.6,402.4,8,89,59.3,89,1.5,10,7.2,7.2,2.7,5.5,65,13,1.7
4.059138,6.939557,Sandy Loam,18,1.33,98.5,39.4,364,9,89,65.7,98.5,1.8,11.2,6.4,8,2.7,5.6,65,13,2
4.060797,6.937109,Sandy Loam,18,1.34,89,39.4,364,8,80.5,59.3,89,1.8,11.2,7.2,8,2.3,5.6,63,13,2
4.06284,6.936068,Sandy Loam,18,1.34,89,35.6,329.3,8,98.5,65.7,72.7,1.5,11.2,7.2,7.2,2.3,5.5,61,13,2.7
4.064128,6.937115,Sandy Loam,16,1.33,80.5,35.6,364,9,98.5,59.3,89,1.6,10,7.2,7.2,2.3,5.5,67,14,1.7
4.066419,6.937433,Sandy Loam,18,1.34,89,35.6,329.3,8,80.5,65.7,89,1.9,10,7.2,8,2.7,5.6,64,14,2.3
4.067535,6.936923,Sandy Loam,16,1.33,80.5,35.6,364,8,98.5,59.3,98.5,1.5,10,7.2,7.2,2.3,5.4,65,14,1.5
4.072429,6.939009,Sandy Loam,17,1.35,89,39.4,402.4,8,89,65.7,98.5,1.6,11.2,7.2,8,2.7,5.5,65,14,2.3
4.073503,6.939218,Sandy Loam,16,1.36,89,35.6,364,8,80.5,59.3,80.5,1.5,11.2,6.4,7.2,2.7,5.5,64,12,2
4.074629,6.939353,Sandy Loam,17,1.38,98.5,39.4,402.4,8,89,65.7,98.5,1.5,11.2,6.4,8,2.7,5.7,64,14,2.3
4.074629,6.940361,Sandy Loam,17,1.35,98.5,32.1,402.4,8,89,65.7,89,1.6,12.5,6.4,8,3.1,5.5,64,14,3.1
4.074058,6.941949,Sandy Loam,16,1.34,89,35.6,444.9,8,89,65.7,108.9,1.5,11.2,6.4,8,2.7,5.6,62,14,1.7
4.069537,6.944834,Sandy Loam,16,1.32,89,35.6,402.4,8,80.5,65.7,89,1.6,10,6.4,8,2.7,5.6,62,13,2
4.069291,6.946099,Sandy Loam,16,1.33,89,32.1,402.4,8,80.5,59.3,80.5,1.6,10,7.2,8,2.3,5.7,65,14,2.3
4.067746,6.947716,Sandy Loam,17,1.35,98.5,39.4,402.4,8,80.5,65.7,98.5,1.7,11.2,7.2,8,2.7,5.6,63,14,1.7
4.065463,6.947114,Sandy Loam,19,1.34,89,39.4,364,8,89,59.3,89,1.6,10,6.4,8,3.1,5.5,66,14,2
4.064681,6.947335,Sandy Loam,18,1.34,89,39.4,329.3,8,89,59.3,89,1.6,10,6.4,8,3.1,5.5,64,13,2
3.078918,6.942328,Sandy Loam,19,1.36,108.9,29,543.6,9,80.5,72.7,98.5,1.4,11.2,6.4,7.2,2.7,5.8,64,11,2.3
3.081687,6.943234,Sandy Loam,16,1.39,98.5,26.1,600.8,8,80.5,72.7,108.9,1.1,10,6.4,7.2,2.3,5.7,65,12,1.5
3.085981,6.944857,Sandy Loam,17,1.37,89,26.1,600.8,10,80.5,59.3,120.5,1.1,10,8,7.2,2.3,5.7,63,14,1.2
3.084657,6.942968,Sandy Loam,18,1.4,89,29,491.7,9,89,72.7,108.9,1.2,10,6.4,6.4,2.3,5.8,67,13,1.5
3.082155,6.941881,Sandy Loam,18,1.35,108.9,29,600.8,8,80.5,65.7,120.5,1.1,10,7.2,6.4,2.7,5.6,64,11,1.7
3.079761,6.94058,Sandy Loam,17,1.34,89,29,543.6,9,80.5,72.7,120.5,1.3,11.2,5.7,7.2,2.3,5.8,62,11,1.5
3.078797,6.939592,Sandy Loam,20,1.31,98.5,29,491.7,8,80.5,65.7,108.9,1.7,11.2,7.2,7.2,2.7,5.7,62,11,1.7
3.079967,6.938899,Sandy Loam,20,1.26,98.5,32.1,444.9,8,80.5,72.7,108.9,1.6,11.2,6.4,9,2.7,5.7,60,12,1.7
3.082131,6.939535,Sandy Loam,18,1.33,108.9,32.1,543.6,8,80.5,65.7,108.9,1.5,10,7.2,7.2,2.3,5.7,62,11,1.7
3.084298,6.941264,Sandy Loam,19,1.36,98.5,32.1,543.6,9,89,72.7,120.5,1.4,10,7.2,9,2.3,5.6,64,13,1.7
3.0864,6.940509,Sandy Loam,18,1.39,80.5,26.1,600.8,9,98.5,59.3,98.5,1.3,9,7.2,7.2,2.3,5.7,62,13,1.7
3.079616,6.937518,Sandy Loam,19,1.38,98.5,32.1,491.7,8,80.5,65.7,120.5,1.6,11.2,7.2,6.4,2.3,5.8,64,14,2
3.079252,6.935612,Sandy Clay Loam,20,1.33,80.5,29,543.6,8,89,65.7,108.9,1.3,11.2,7.2,6.4,2.7,5.8,63,12,1.5
3.078997,6.934234,Sandy Loam,20,1.34,89,29,543.6,8,80.5,65.7,120.5,1.5,9,7.2,6.4,2.3,5.8,63,13,2.3
3.084795,6.93022,Sandy Loam,19,1.37,72.7,32.1,543.6,8,80.5,65.7,108.9,1.7,10,6.4,6.4,3.1,5.8,64,10,2
3.085227,6.932335,Sandy Clay Loam,21,1.33,72.7,29,491.7,8,89,72.7,108.9,1.4,11.2,6.4,6.4,2.7,5.6,58,10,2
3.085776,6.932897,Sandy Loam,18,1.35,65.7,29,543.6,8,80.5,65.7,108.9,1.4,10,5.7,6.4,3.1,5.7,63,10,2.3
3.084634,6.934332,Sandy Loam,16,1.33,72.7,29,491.7,8,72.7,72.7,120.5,1.3,10,6.4,6.4,2.7,5.7,64,12,1.7
3.083623,6.933496,Sandy Loam,17,1.35,72.7,29,491.7,8,80.5,65.7,120.5,1.6,10,7.2,6.4,2.7,5.9,65,12,1.7
3.082375,6.931279,Sandy Loam,19,1.33,59.3,29,543.6,8,80.5,65.7,108.9,1.4,10,5.7,6.4,2.7,5.8,66,11,2
3.073746,6.938563,Sandy Clay Loam,21,1.3,89,39.4,543.6,9,80.5,72.7,108.9,1.9,11.2,6.4,7.2,2.7,5.9,60,12,2.3
3.075927,6.939632,Sandy Loam,19,1.3,89,35.6,491.7,9,80.5,65.7,108.9,1.7,11.2,7.2,7.2,2.7,5.7,61,12,1.7
3.077427,6.938424,Sandy Loam,18,1.35,89,29,543.6,8,80.5,65.7,108.9,1.6,10,6.4,7.2,2.3,5.8,62,11,2
3.076369,6.937316,Sandy Clay Loam,20,1.3,89,29,543.6,9,80.5,65.7,120.5,1.6,10,6.4,6.4,2.7,5.8,64,10,1.7
3.076954,6.934247,Sandy Loam,19,1.32,80.5,29,543.6,8,98.5,65.7,98.5,1.5,10,6.4,7.2,2.3,5.8,65,13,2
2.91609,7.436624,Sandy Loam,12,1.34,89,21.2,664.1,7.2,65.7,65.7,133.3,1.1,10,7.2,5.7,2.7,6.1,70,13,3.5
2.917461,7.433768,Sandy Loam,12,1.35,98.5,17.2,664.1,7.2,72.7,72.7,133.3,0.9,9,7.2,6.4,2.3,6.1,72,14,4
2.920771,7.431113,Sandy Loam,14,1.34,89,19.1,543.6,7.2,65.7,65.7,133.3,0.9,8,8,5.7,2.3,6,70,14,3.1
2.919961,7.428213,Sandy Loam,12,1.33,89,21.2,600.8,7.2,65.7,65.7,120.5,0.9,8,7.2,5.7,2.3,6,70,14,3.1
2.92226,7.428618,Sandy Loam,13,1.32,98.5,17.2,600.8,6.4,65.7,65.7,108.9,0.9,8,7.2,5.7,2.3,6.1,73,15,3.5
2.917186,7.429985,Sandy Loam,13,1.34,98.5,19.1,600.8,6.4,65.7,65.7,120.5,0.9,9,7.2,6.4,2.3,6.1,69,13,3.1
2.914566,7.431826,Sandy Loam,11,1.34,89,21.2,664.1,7.2,65.7,65.7,120.5,0.9,9,7.2,5.7,2.3,6.1,72,16,3.5
2.911502,7.431111,Sandy Loam,14,1.35,89,19.1,600.8,8,65.7,72.7,120.5,0.8,9,7.2,6.4,2.7,6.1,70,14,3.1
2.913235,7.429281,Sandy Loam,13,1.36,89,15.4,600.8,7.2,72.7,72.7,120.5,0.9,9,7.2,5.7,2.3,6.1,71,15,3.1
2.91299,7.428138,Sandy Loam,12,1.32,89,15.4,543.6,6.4,65.7,65.7,120.5,0.8,8,8,5.7,2.7,6,70,15,3.5
2.91319,7.426456,Sandy Loam,12,1.32,98.5,17.2,543.6,7.2,72.7,65.7,120.5,0.8,9,7.2,5,2.3,6.1,70,16,4.5
2.909523,7.425767,Sandy Loam,12,1.34,98.5,19.1,600.8,6.4,72.7,72.7,120.5,1,9,7.2,5.7,2.3,6.1,67,15,3.5
2.909925,7.428118,Sandy Loam,14,1.32,89,21.2,600.8,7.2,72.7,72.7,120.5,0.9,9,7.2,5.7,2.7,6.1,67,14,2.7
2.911564,7.42748,Sandy Loam,14,1.34,80.5,15.4,600.8,7.2,65.7,65.7,147.4,0.9,8,7.2,5.7,2.3,6.1,69,15,3.5
2.910396,7.430194,Sandy Loam,12,1.32,80.5,19.1,543.6,7.2,65.7,65.7,133.3,1,9,7.2,5,2.3,6.1,72,14,4
2.90762,7.429177,Sandy Loam,12,1.34,98.5,19.1,600.8,6.4,65.7,72.7,147.4,0.8,9,7.2,5,2.7,6,67,14,2.7
2.90701,7.427305,Sandy Loam,11,1.33,98.5,19.1,600.8,7.2,72.7,72.7,133.3,0.9,8,7.2,5,2.3,6.1,71,14,3.5
2.907359,7.425575,Sandy Loam,13,1.34,98.5,19.1,664.1,7.2,72.7,72.7,133.3,0.9,9,7.2,5.7,2.7,6,66,16,2.7
2.90555,7.42522,Sandy Loam,14,1.33,98.5,15.4,543.6,7.2,65.7,65.7,120.5,1.1,8,8,5.7,2.3,6.1,70,16,4.5
2.905238,7.427177,Sandy Loam,12,1.34,89,21.2,664.1,7.2,59.3,72.7,147.4,1,9,7.2,5.7,2.7,6.2,65,14,3.5
2.904925,7.429134,Sandy Loam,12,1.37,98.5,21.2,664.1,7.2,65.7,72.7,133.3,0.9,9,8,5.7,2.7,6.1,65,14,2.7
2.903762,7.42763,Sandy Loam,11,1.34,98.5,23.5,664.1,7.2,65.7,65.7,133.3,0.8,9,7.2,5,2.7,6.1,71,15,3.1
2.903763,7.425642,Sandy Loam,13,1.31,89,21.2,600.8,8,72.7,65.7,120.5,0.9,9,7.2,5,2.7,6.1,67,15,3.5
2.901662,7.425375,Sandy Loam,12,1.33,89,21.2,543.6,8,72.7,65.7,133.3,0.8,9,7.2,5.7,2.7,6.1,65,15,3.5
2.902597,7.426756,Sandy Loam,13,1.33,98.5,17.2,664.1,6.4,65.7,72.7,120.5,1,8,7.2,5,2.7,6.1,70,13,4.5
2.899548,7.404008,Sandy Loam,15,1.33,98.5,21.2,664.1,8,65.7,80.5,133.3,0.9,9,7.2,5.7,3.1,6.1,69,13,4
2.898542,7.402123,Sandy Loam,12,1.33,108.9,17.2,664.1,7.2,65.7,72.7,133.3,0.8,8,7.2,5.7,2.7,6.1,70,14,3.5
2.895815,7.399179,Sandy Loam,10,1.34,89,23.5,664.1,7.2,65.7,72.7,120.5,0.9,9,7.2,5.7,2.3,6.1,70,14,4
2.89232,7.402143,Sandy Loam,12,1.37,108.9,23.5,600.8,7.2,72.7,65.7,133.3,0.8,9,8,5.7,2.3,6.1,69,15,3.1
2.892776,7.405362,Sandy Loam,13,1.32,98.5,17.2,600.8,7.2,65.7,72.7,147.4,0.8,8,7.2,6.4,2.7,6.1,71,16,3.5
2.894447,7.406327,Sandy Loam,13,1.33,108.9,17.2,600.8,7.2,72.7,65.7,133.3,0.8,9,7.2,5.7,2.3,6,69,15,4
2.895385,7.40758,Sandy Loam,12,1.32,108.9,19.1,664.1,7.2,72.7,72.7,120.5,0.9,9,8,5.7,2.3,6.1,68,14,3.5
2.895027,7.397033,Sandy Loam,12,1.36,98.5,19.1,600.8,7.2,65.7,65.7,120.5,0.8,9,7.2,5.7,2.7,6.1,68,15,3.1
2.898215,7.398739,Sandy Loam,13,1.37,98.5,21.2,664.1,8,65.7,72.7,133.3,0.9,9,7.2,5.7,2.7,6.1,66,15,3.1
2.89629,7.401753,Sandy Loam,12,1.35,108.9,21.2,600.8,7.2,72.7,72.7,108.9,0.8,8,6.4,5.7,2.3,6,71,14,4.5
2.896649,7.403588,Sandy Loam,11,1.35,108.9,19.1,664.1,7.2,65.7,65.7,133.3,0.9,8,7.2,5.7,2.7,6.1,69,16,3.5
2.897867,7.405065,Sandy Loam,13,1.32,98.5,19.1,664.1,7.2,65.7,72.7,120.5,0.9,8,6.4,5.7,2.7,6.1,65,13,3.5
2.892063,7.409166,Sandy Loam,13,1.34,98.5,19.1,600.8,7.2,65.7,72.7,147.4,0.8,9,7.2,5.7,2.7,6.1,70,15,3.5
2.884819,7.414132,Sandy Loam,11,1.36,98.5,21.2,600.8,7.2,72.7,72.7,133.3,0.7,8,8,5,3.1,6.1,72,14,3.5
2.884356,7.411777,Sandy Loam,11,1.35,108.9,21.2,664.1,7.2,65.7,72.7,120.5,0.8,9,7.2,5,2.3,6.2,70,16,3.1
2.885344,7.409641,Sandy Loam,11,1.31,98.5,21.2,600.8,7.2,65.7,80.5,108.9,0.9,8,7.2,5.7,2.3,6.1,70,14,2.7
2.889499,7.410206,Sandy Loam,13,1.35,98.5,19.1,600.8,7.2,72.7,72.7,133.3,0.8,9,7.2,5,2.3,6.1,71,15,4
2.890325,7.406337,Sandy Loam,15,1.33,98.5,17.2,600.8,7.2,72.7,80.5,133.3,0.9,8,8,6.4,2.7,6.1,66,16,3.5
2.891806,7.405321,Sandy Loam,12,1.34,98.5,21.2,664.1,8,65.7,80.5,147.4,0.8,8,7.2,6.4,2.7,6.1,68,14,3.5
